Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
"The system shall automate the audit data lifecycle, managing the archiving of historical records without compromising the traceability chain's integrity.",350,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.10 (Information Deletion)",Medium,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),FR-350,Approved,,,FR
"The system shall perform periodic and automatic integrity validations of the administrative trail, immediately notifying of any anomaly detected in the records.",351,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.16 (Log Monitoring)",High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),FR-351,Approved,,,FR
The system shall include an audit analysis dashboard that visualizes technical activity trends and facilitates the detection of unusual operational patterns.,352,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,Security Information and Event Management (SIEM) Patterns,Low,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),FR-352,Approved,,,FR
"The system shall allow the export of the audit trail, prioritizing its administrative auditability for external compliance processes.",353,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,Regulatory Compliance Export Standards (CSV/JSON),High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),FR-353,Approved,,,FR
Logging Performance: The audit capture process must not penalize the response times of the system's operational transactions.,354,Performance Efficiency,"September 24, 2026 8:16 AM",juan david julio serrano,Asynchronous Logging Architectural Patterns,High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-354,Approved,,,NFR
Query Performance: Technical review interfaces must guarantee efficient response times even when facing large volumes of accumulated historical data.,355,Performance Efficiency,"September 24, 2026 8:16 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),Medium,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-355,Approved,,,NFR
Persistence Structure: The storage of the technical trail shall guarantee data integrity and access speed.,356,Performance Efficiency,"September 24, 2026 8:16 AM",juan david julio serrano,Database Indexing / OLAP Patterns,High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-356,Approved,,,NFR
History Encryption: Audit data shall be stored under robust encryption protocols to protect sensitive information contained in change logs.,357,Security,"September 24, 2026 8:16 AM",juan david julio serrano,OWASP Cryptographic Standards,High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-357,Approved,,,NFR
Regulatory Retention: The system shall maintain the historical record during the legal and regulatory period required by critical asset management standards.,358,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO 55001:2014, Clause 7.5 (Documented Information Retention)",High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),FR-358,Approved,,,FR
Offline Availability: The audit functionality must allow the extraction of data for independent analysis in external technical environments.,359,Flexibility,"September 24, 2026 8:16 AM",juan david julio serrano,Data Portability Principles,Medium,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-359,Approved,,,NFR
Meta-Auditing: The system shall record accesses to the auditing tools themselves to ensure the use of traceability information is also auditable.,360,Security,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Administrator/Operator Logs)",High,Immutable Audit System (https://app.notion.com/p/Immutable-Audit-System-39287c56a82880f4a628e38a700f155f?pvs=21),NFR-360,Approved,,,NFR
"The system MUST record for each critical operation: timestamp, operator identifier, operation type (create, modify, delete, query, adjust), affected entity type, entity identifier, and before/after states.",361,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,,TR-001-FR-361,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,FR
"The system MUST guarantee the immutability of audit records, preventing their modification or deletion by any role, including administrators.",362,Security,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-92 (Guide to Computer Security Log Management),High,,TR-001-NFR-362,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,NFR
"The system MUST maintain a cryptographic integrity chain (Chained Hash / Tamper-Evident Logging) between consecutive records to detect direct manipulation in the database, as defined in ADR-003.",363,Security,"September 24, 2026 8:16 AM",juan david julio serrano,IETF RFC 9162 (Certificate Transparency / Tamper-Evident Logs),High,,TR-001-NFR-363,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,NFR
"The system MUST support audit queries filtered by date range, user, operation type, entity type, and specific identifier.",364,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-92 (Log Analysis Requirements),High,,TR-001-FR-364,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,FR
Audit records CANNOT be modified or deleted post-creation. The system rejects any attempt with a permission denied error.,365,Security,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-92 (Append-Only Log Architecture),High,,TR-001-NFR-365,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,NFR
The writing of audit records MUST NOT block primary system transactions. Objective: <50ms (95th percentile).,366,Performance Efficiency,"September 24, 2026 8:16 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,,TR-001-NFR-366,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,NFR
"Audit records are retained for a minimum of 7 years (ISO 55000 requirement for critical industrial assets), defining the retention policy to support external archiving.",367,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO 55001:2014, Clause 7.5 (Retention Requirements)",High,,TR-001-FR-367,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,FR
The system must support the full export of the audit trail in a structured format for external audits.,368,Functional Suitability,"September 24, 2026 8:16 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Audit Data Extraction)",High,,TR-001-FR-368,In Review,Immutable Audit (https://app.notion.com/p/Immutable-Audit-31887c56a82880d393b1ddb5c150be69?pvs=21),TR-001,FR
The system MUST encrypt sensitive data at rest using an authenticated encryption algorithm that complies with international cryptographic standards.,369,Security,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-111 (Guide to Storage Encryption),High,,TR-002-NFR-369,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
The system MUST generate encryption keys using cryptographically secure generators and store them in a centralized secrets manager. Keys MUST NOT be hardcoded in the source code.,370,Security,"September 24, 2026 8:16 AM",juan david julio serrano,NIST SP 800-57 Part 1 Rev. 5 (Recommendation for Key Management),High,,TR-002-NFR-370,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
The system MUST support secure rotation of encryption keys every 90 days via manual or semi-automated procedures.,371,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-57 Part 1 Rev. 5 (Recommendation for Key Management),High,,TR-002-NFR-371,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
[REMOVED FOR MVP SCOPE: Volume-level encryption (TDE) will be used to preserve performance] The system MUST support field-level encryption for specifically sensitive data.,372,Security,"September 24, 2026 8:18 AM",juan david julio serrano,N/A - Deferred for MVP,Low,,TR-002-NFR-372,Draft,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
Encryption/decryption processes MUST NOT add more than 10% overhead to read/write operations.,373,Performance Efficiency,"September 24, 2026 8:17 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Resource utilization),High,,TR-002-NFR-373,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
The encryption algorithm MUST comply with international certification standards for regulated environments.,374,Security,"September 24, 2026 8:17 AM",juan david julio serrano,FIPS 140-3 (Security Requirements for Cryptographic Modules),High,,TR-002-NFR-374,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
All access to encryption keys MUST be recorded in the audit trail [TR-001].,375,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-57 Part 1 Rev. 5,High,,TR-002-NFR-375,In Review,Data Encryption at Rest (https://app.notion.com/p/Data-Encryption-at-Rest-31887c56a8288049830afebbabd9f914?pvs=21),TR-002,NFR
"The system MUST calculate a cryptographic hash of each file at the time of upload or creation, storing the result within the file's metadata.",376,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.24 (Use of cryptography for integrity)",High,,TR-003-NFR-376,In Review,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
The system MUST verify integrity upon file retrieval by comparing the recalculated hash against the stored hash. If they do not match: reject access and record a security alert [TR-001].,377,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.24",High,,TR-003-NFR-377,In Review,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
[REMOVED FOR MVP SCOPE: Integrity will be verified only on upload and download] The system MUST execute periodic integrity verifications on a random sample of stored files.,378,Security,"September 24, 2026 8:18 AM",juan david julio serrano,N/A - Deferred for MVP,Low,,TR-003-NFR-378,Draft,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
Integrity calculation MUST NOT block file uploads or downloads. It must execute asynchronously.,379,Performance Efficiency,"September 24, 2026 8:17 AM",juan david julio serrano,Asynchronous Worker Patterns,High,,TR-003-NFR-379,In Review,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
"If integrity verification fails, the system MUST generate an immediate critical alert to the security team detailing the affected file.",380,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.5.24 (Information Security Incident Management)",High,,TR-003-NFR-380,In Review,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
"The calculated hash CANNOT be modified post-creation. If a file is replaced, a new record must be created, maintaining the historical log of the previous version.",381,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-92 (Append-Only Log Architecture),High,,TR-003-NFR-381,In Review,Data Integrity (https://app.notion.com/p/Data-Integrity-31887c56a82880178b88e5c504ae440e?pvs=21),TR-003,NFR
"The system MUST implement request rate limiting configurable by operation type, user, role, and time window.",382,Security,"September 24, 2026 8:17 AM",juan david julio serrano,OWASP API Security Top 10 (Lack of Resources & Rate Limiting),High,,TR-004-NFR-382,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,NFR
"The system MUST reject requests that exceed the configured limit, communicating the wait time to the client before retrying (e.g., HTTP 429).",383,Functional Suitability,"September 24, 2026 8:17 AM",juan david julio serrano,IETF RFC 6585 (HTTP Status Code 429),High,,TR-004-FR-383,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,FR
The system MUST record rate limit violations in the audit trail [TR-001] to detect abuse patterns.,384,Security,"September 24, 2026 8:17 AM",juan david julio serrano,OWASP API Security Top 10,High,,TR-004-NFR-384,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,NFR
"The system MUST support controlled burst traffic without penalizing the user, provided the average does not exceed the configured limit.",385,Performance Efficiency,"September 24, 2026 8:17 AM",juan david julio serrano,Token Bucket / Leaky Bucket Algorithms,High,,TR-004-NFR-385,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,NFR
Rate limit verification MUST NOT add more than 10ms of latency to the request.,386,Performance Efficiency,"September 24, 2026 8:17 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,,TR-004-NFR-386,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,NFR
"Rate limits must be centrally configurable (e.g., environment variables or API Gateway configuration).",387,Maintainability,"September 24, 2026 8:17 AM",juan david julio serrano,Twelve-Factor App Methodology (Config),High,,TR-004-NFR-387,In Review,Rate Limiting (https://app.notion.com/p/Rate-Limiting-31887c56a828801f9cedcaafa01f54e5?pvs=21),TR-004,NFR
"The system MUST encrypt all network connections using current secure transport protocols, disabling obsolete or vulnerable versions.",388,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-52 (Guidelines for the Selection and Use of TLS),High,,TR-005-NFR-388,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
The system MUST force the use of secure connections on all clients via transport security headers (HSTS).,389,Security,"September 24, 2026 8:17 AM",juan david julio serrano,IETF RFC 6797 (HTTP Strict Transport Security),High,,TR-005-NFR-389,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
"The system MUST use certificates issued by a trusted Certificate Authority (CA), with automatic renewal prior to expiration.",390,Security,"September 24, 2026 8:17 AM",juan david julio serrano,ACME Protocol (IETF RFC 8555),High,,TR-005-NFR-390,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
"The system MUST encrypt database connections, validating the server certificate in the production environment.",391,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-52 (TLS Guidelines),High,,TR-005-NFR-391,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
"The monitoring system must alert 15 days prior to certificate expiration, issuing a critical alert if the timeframe falls below 7 days.",392,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.24",High,,TR-005-NFR-392,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
Connections failed due to encryption issues must be recorded in security logs with client details and the reason for failure.,393,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,,TR-005-NFR-393,In Review,Encryption in Transit (https://app.notion.com/p/Encryption-in-Transit-31887c56a82880239902e322aea04f32?pvs=21),TR-005,NFR
"The system MUST authenticate users via verifiable temporary credentials with temporal expiration, containing at minimum: user identifier, assigned roles, and issuance timestamp.",394,Security,"September 24, 2026 8:17 AM",juan david julio serrano,IETF RFC 7519 (JSON Web Token),High,,TR-006-NFR-394,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
"The system MUST validate the token on every protected request: verifying signature, validity, and extracting roles. If validation fails, access must be denied.",395,Security,"September 24, 2026 8:17 AM",juan david julio serrano,OWASP API Security Top 10 (Broken Authentication),High,,TR-006-NFR-395,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
"The system MUST implement an RBAC permissions matrix with predefined roles: Admin, Supervisor, Reliability Engineer, Advanced Planner, Technician, Contractor. Each operation defines permitted roles.",396,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,,TR-006-NFR-396,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
The system MUST record all denied access attempts in the audit trail [TR-001] to detect privilege escalation attempts.,397,Security,"September 24, 2026 8:17 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,,TR-006-NFR-397,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
"The system MUST support ownership-based access control: resources created by a user are accessible only by them, their supervisor, or an administrator.",398,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-162 (ABAC Framework),High,,TR-006-NFR-398,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
Tokens must expire at the end of the working day (8 hours). The client must support automatic renewal or re-authentication.,399,Security,"September 24, 2026 8:17 AM",juan david julio serrano,OWASP Session Management Cheat Sheet,High,,TR-006-NFR-399,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
Token signing keys must be securely stored in environment variables or a secrets manager.,400,Security,"September 24, 2026 8:17 AM",juan david julio serrano,NIST SP 800-57 Part 1 Rev. 5,High,,TR-006-NFR-400,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
Authorization verification MUST NOT add more than 5ms of latency to the request.,401,Performance Efficiency,"September 24, 2026 8:17 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,,TR-006-NFR-401,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
The system must mitigate security compromises via short token expiration and/or validation of the user's active state in the database.,402,Security,"September 24, 2026 8:17 AM",juan david julio serrano,OWASP Session Management Cheat Sheet,High,,TR-006-NFR-402,In Review,RBAC Authentication and Authorization (https://app.notion.com/p/RBAC-Authentication-and-Authorization-31887c56a8288099b6e5f85f39da64f8?pvs=21),TR-006,NFR
"The system MUST maintain a local replica of operational data necessary to operate offline: Work Orders, Equipment Units, schedules, and document metadata.",403,Functional Suitability,"September 24, 2026 8:17 AM",juan david julio serrano,Offline-First Design Principles,High,,TR-007-FR-403,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,FR
"The system MUST enqueue operations performed offline with synchronization metadata (operation type, entity, data, synchronization state).",404,Functional Suitability,"September 24, 2026 8:17 AM",juan david julio serrano,Offline-First Design Principles (Message Queues),High,,TR-007-FR-404,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,FR
"The system MUST automatically synchronize upon detecting connectivity, processing the queue in chronological order.",405,Functional Suitability,"September 24, 2026 8:17 AM",juan david julio serrano,Offline-First Design Principles (Conflict Resolution),High,,TR-007-FR-405,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,FR
The system MUST implement incremental synchronization: transferring only records modified since the last successful synchronization.,406,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,Offline-First Design Principles (Delta Sync),High,,TR-007-FR-406,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,FR
"The system MUST resolve synchronization conflicts by preserving all operational transactions executed offline, processing them in strict chronological order against core business rules. Upon discrepancies, the system MUST register the event and issue an alert for administrative reconciliation, preventing silent loss of historical records.",407,Security,"September 24, 2026 8:19 AM",juan david julio serrano,ACID Database Transaction Properties (Consistency),High,,TR-007-NFR-407,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,NFR
"The system MUST implement retries with exponential backoff for failed synchronizations, notifying the user after exhausting attempts.",408,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,Enterprise Integration Patterns (Exponential Backoff),High,,TR-007-FR-408,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,FR
"The local database must be encrypted [TR-002] using a key derived from the user's credentials. Without credentials, local data must be inaccessible.",409,Security,"September 24, 2026 8:19 AM",juan david julio serrano,OWASP Mobile Security Top 10 (Insecure Data Storage),High,,TR-007-NFR-409,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,NFR
"The local cache must have a configurable size limit to avoid exhausting device storage, eliminating old records without pending operations.",410,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,,TR-007-NFR-410,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,NFR
"The interface must clearly display the synchronization state (synchronized, pending, failed) with a timestamp of the last successful synchronization.",411,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Visibility of System Status,High,,TR-007-NFR-411,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,NFR
Successful synchronizations must be recorded in the server's audit trail [TR-001].,412,Security,"September 24, 2026 8:19 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,,TR-007-NFR-412,In Review,Offline-First Synchronization (https://app.notion.com/p/Offline-First-Synchronization-31887c56a828809a8488e98e3d269c2c?pvs=21),TR-007,NFR
"The system MUST implement the master taxonomic hierarchy conforming to ISO 14224:2016, using standardized nomenclature for its levels and avoiding synonyms or local tags that alter the data model semantics.",413,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,,TR-008-FR-413,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,FR
The system MUST validate component uniqueness: a Maintainable Item (Level 8) CANNOT belong to two Equipment Units (Level 6) simultaneously.,414,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,"ISO 14224:2016, Section 6",High,,TR-008-FR-414,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,FR
The system MUST validate hierarchical integrity: each Equipment Unit must have a valid parent and a complete path from Level 1 must exist. Prevent deletion of parent levels with assigned dependents.,415,Security,"September 24, 2026 8:19 AM",juan david julio serrano,ACID Database Transaction Properties (Referential Integrity),High,,TR-008-NFR-415,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
The system MUST expose services to query Equipment Units by hierarchical level and full path from Level 1.,416,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,RESTful API Design Patterns,High,,TR-008-FR-416,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,FR
"The system MUST prevent cycles in the hierarchy: an Equipment Unit cannot be the parent of its own ancestor, directly or indirectly.",417,Security,"September 24, 2026 8:19 AM",juan david julio serrano,ACID Database Transaction Properties (Referential Integrity),High,,TR-008-NFR-417,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
"The system MUST support searching and filtering Equipment Units by level, criticality, and operational status, and generate taxonomic coverage reports.",418,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,"ISO 14224:2016, Annex C",High,,TR-008-FR-418,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,FR
"Uniqueness validations and searches by level must execute in <500ms for catalogs of up to 50,000 Equipment Units.",419,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,,TR-008-NFR-419,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
"Hierarchy creation/modification operations must be transactional: if validation fails, all changes are rolled back.",420,Security,"September 24, 2026 8:19 AM",juan david julio serrano,ACID Database Transaction Properties (Atomicity),High,,TR-008-NFR-420,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
"Validation errors must be specific and actionable, indicating exactly which component and relationship caused the problem.",421,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,Nielsen Norman Group (NN/g) - Error Recovery,High,,TR-008-NFR-421,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
Hierarchy violations and taxonomy changes must be recorded in the audit trail [TR-001].,422,Security,"September 24, 2026 8:19 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,,TR-008-NFR-422,In Review,ISO 14224 Hierarchy Management and Validation (https://app.notion.com/p/ISO-14224-Hierarchy-Management-and-Validation-31887c56a828804aa78dd1f9efb140dd?pvs=21),TR-008,NFR
"The system MUST abstract integration with multiple AI providers behind a unified interface, supporting provider switching without affecting business logic and automatic failover.",423,Maintainability,"September 24, 2026 8:19 AM",juan david julio serrano,Gang of Four (GoF) Strategy Pattern,Medium,,TR-009-NFR-423,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
"The system MUST implement a confidence score (0-100) for all AI operations, with visual indicators: green (>=85%), yellow (70-84%), red (<70%). Red results require manual validation.",424,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,NIST AI Risk Management Framework (RMF) - Explainability,High,,TR-009-FR-424,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,FR
